UUID,Modified,Creator,Publisher,Title,DatasetURI,Description,TopicCategory,DateIssued,Formats,Links
90a1b4a7-0cdb-4d14-adfd-77e8c1ae3c5d,2015-01-05T18:45:18.110903,,WeWorkInPhilly,WeWorkInPhilly,weworkinphilly,"WeWorkInPhilly is a community-edited guide to the People, Companies, Groups, Projects, Products, and Resources that make up the creative, technology, and business community in Philadelphia.  The project, launched in July 2011 as a joint effort across the local tech community, is ""owned by none and supported by all.""",Arts / Culture / History,2014-12-08T22:10:26.021897,"api, HTML","https://github.com/alexknowshtml/We-Work-In-Philly/wiki#api, https://github.com/alexknowshtml/We-Work-In-Philly/wiki"
40759fd5-fc64-4425-83a3-0f435b3f8b60,2015-01-05T18:45:17.668790,,Walk Score,Walk Score (Phila. only),walk-score-phila-only,"An online application, which enables users to view calculated walkability ranks and related neighborhood metrics, such as proximity of nearby businesses, service providers, and recreational/outdoor spaces. Users can select geographic parameters (neighborhood names), or search for specific locations (addresses), to access mobility data, which is also visualized on a heat map tool with marked features. In addition to walkability, the application also gauges a transit score, which measures the convenience/proximity to public transit opportunities. Users can also access walkability and transit score through an API.","Environment, Food, Parks / Recreation, Planning / Zoning, Transportation",2014-12-08T22:29:54.232269,"HTML, api","http://www.walkscore.com/PA/Philadelphia, http://www.walkscore.com/professional/api.php"
c6f25003-2058-42d0-9e4c-58fcce005ce2,2015-01-05T18:45:16.796368,,USGS - Eastern Earth Surface Processes Team,Fault Lines and Topographic Change,fault-lines-and-topographic-change,"Polyline data of fault Lines and topographic change in Philadelphia during the last century, specifically for the Frankford 7.5-minute quadrangle, which includes the Wissinoming neighborhood, and the Germantown 7.5-minute quadrangle, which includes the Logan and Feltonville neighborhoods. Data was developed by the United States Geological Survey's Eastern Earth Surface Processes Team, in response to a request by the U.S. Army Corps of Engineers of the Philadelphia District.",Environment,2014-12-08T22:10:10.277601,"shp, XML, HTML","http://www.pasda.psu.edu/data/usgs/faults.zip, http://www.pasda.psu.edu/pasda/UCI_Metadata/PHIL_faults.xml, http://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PHIL_faults.xml"
42513383-8886-46ae-be95-787ef706f37e,2015-01-05T18:45:16.455717,,USGS - Eastern Earth Surface Processes Team,"Topographic Change, 20th Century",topographic-change-20th-century,"Data depicts topographic Change in Philadelphia during the last century. Specifically, for the Frankford 7.5-minute quadrangle, which includes the Wissinoming neighborhood, and the Germantown 7.5-minute quadrangle, which includes the Logan and Feltonville neighborhoods.  Data is derived from a variety of sources and estimates elevation change based on raster cells.",Environment,2014-12-08T22:16:52.060819,"XML, HTML, shp","http://www.pasda.psu.edu/pasda/UCI_Metadata/PHIL_geology.xml, http://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PHIL_geology.xml, http://www.pasda.psu.edu/data/usgs/geology.zip"
40901969-c9e5-4e2e-bbbf-66d6f9be3518,2015-01-05T18:45:15.704360,,U-Penn Cartographic Modeling Lab,ParcelBase,parcelbase,"ParcelBase is an online application for researching individual properties with an interactive mapping tool feature. The application enables the user to access property data (ex. sales history, ownership, vacancy, taxes) corresponding to individual parcels visualized on a map. Parcels are searchable by street address as well as keyword/characteristic. Users are limited to City employees and groups who have been approved by the Office of Housing and Community Development.  The application was developed by the University of Pennsylvania's Cartographic Modeling Lab (CML).",Real Estate / Land Records,2014-12-08T22:24:46.192252,HTML,http://nis.cml.upenn.edu/parcelbase/
f0c5a1a7-7e4f-49f6-a8f4-824a848043da,2015-01-05T18:45:15.436478,,U-Penn Cartographic Modeling Lab,NeighborhoodBase,neighborhoodbase,"NeighborhoodBase is an online application with mapping and analysis tools that gives users access to over 183 neighborhood data elements (ex. land-use, demographics, real-estate history) organized by boundaries such as zip codes, census tracts, and block groups. Users can also create their own geographic boundaries as part of ""defining your own neighborhood"" and produce aggregated statistics for that area. Analysis tools include tables, summary statistics, charts, trend lines, and neighborhood reports. Developed by the University of Pennsylvania's Cartographic Modeling Lab (CML), the application is designed to support broad urban policy analysis and evaluation of Philadelphia neighborhoods. Data is drawn from the U.S. Census Bureau and other agencies, including the Department of Licenses and Inspections, the Philadelphia Mayor's Office, the Philadelphia City Planning Commission, and the city's utilities agencies. ","Health / Human Services, Real Estate / Land Records",2014-12-08T22:05:17.178815,HTML,http://nis.cml.upenn.edu/nbase/
3d2e1f59-24ce-45ba-901f-82fe763a6d27,2015-01-05T18:45:15.078517,,U-Penn Cartographic Modeling Lab,CrimeBase,crimebase,"Online application with mapping and analysis tools that enables users to access over 95 police department and census data indicators, organized by zip codes; census tracts; census block groups; police districts and police sectors. Users can enter specific addresses and/or keywords to explore crime rate and trend data for different locations that are represented on a map. Users can also create their own geographic boundaries as part of ""defining your own neighborhood"" and produce aggregated statistics for that area. Analysis tools include tables; summary statistics; charts; trend lines; and neighborhood reports. Data is viewable, but no longer exportable. The data was assembled from a range of administrative data sources and the crime data is from the Philadelphia Police Department.",Public Safety,2014-12-08T22:13:59.924772,HTML,http://nis.cml.upenn.edu/crimebase/
9d412fdc-023a-4093-a730-16a817df3e8b,2015-01-05T18:45:14.650520,,Trulia,Trulia Crime Maps (Phila. only),trulia-crime-maps-phila-only,"Trulia Crime Maps provides heat maps and incident counts related to crimes occurring in Philadelphia. The data is gathered from CrimeReports.com, EveryBlock.com, and SpotCrime.com. The heat maps are created based on twelve months of crime data. Incident counts are updated at varying frequencies based on the available data. ",Public Safety,2014-12-08T22:27:55.008243,HTML,"http://www.trulia.com/crime/#!philadelphia-pa/13/39.97345,-75.15706/Philadelphia,PA/"
07195748-ab39-4b9f-9269-7acb7c8e759d,2015-01-05T18:45:14.239361,,Trulia,Trulia (Phila. only),trulia-phila-only,"Searchable, interactive real-estate database, which users can use to browse and evaluate properties for rent/sale based on a variety of  parameters (size, pricing, proximity to amenities), metrics, and other tools (guides, map visualizations.) Users search by location (address, zipcode, neighborhood), to explore property information accompanied by a map with marked property location features, photos, as well as area/neighborhood user reviews and applicable real-estate trends. Free registration entails saved history and/or preferences, information sharing privileges with friends/family, and personalized updates. URL is specific to Philadelphia, while database is national. Users can also access real-estate data about recent listings by structuring customized data request processes or feeds (API, RSS).",Real Estate / Land Records,2014-12-08T21:57:41.540118,"HTML, rss","http://www.trulia.com/PA/Philadelphia/, http://developer.trulia.com/, http://www.trulia.com/rss2/PA/Philadelphia/"
5907b378-f33b-4684-83b9-6a2cbb5d4e17,2015-01-05T18:45:12.599850,,Theatre Philadelphia,Theatre Alliance Calendar,theatre-alliance-calendar,"A feed on current and upcoming performances, featuring in the Theater Alliance of Greater Philadelphia's events calendar. Feed includes event information on description, venue location, run dates, performance start times, and ticket prices.  ",Arts / Culture / History,2014-12-08T22:21:34.210640,rss,http://www.theatrealliance.org/event-calendar/feed
25143cbb-27c6-4d4f-ae61-a274c4bfebf2,2015-01-05T18:45:12.098573,,The Reinvestment Fund,Childcare Map,childcare-map,"Childcare Map helps Philadelphians make decisions about childcare.

Collection Process: TRF culled childcare data for the City of Philadelphia from various sources, and incorporated data from the Census related to demographics, income, poverty, and transportation. TRF also gathered overlays of various city boundaries from OpenDataPhilly and other local sources. More information on sources is available at http://www.policymap.com/files/ChildcareMapDataDirectory.pdf.

Data Purpose:  TRF collected the data to provide as clear a picture as possible of the supply of and demand for childcare in the city, and to better understand where the gaps are so that stakeholders can work to address them.
Intended Audience:  Childcare providers, investors, policy makers, and parents.
Why Collected:  High-quality childcare supports positive child development and prepares children for success in school and beyond.  As such, accessing high-quality care is important for the well-being of neighborhoods and families.  By identifying areas where shortages of high-quality childcare exist, policymakers and investors can work towards increasing access for all.",Health / Human Services,2014-12-08T22:46:07.610642,HTML,http://www.childcaremap.org/tool.html
97b48fb2-47e4-4215-a5d8-e1103809b835,2015-01-05T18:45:11.140437,,Storm Prediction Center,"Tornadoes, 1950-2004",tornadoes-1950-2004,"Data includes location touchdown points and corresponding dates of Tornadoes in Pennsylvania from 1950 to 2004, according to the National Weather Service's Storm Prediction Center (SPC). Data originates from the Severe Thunderstorm Database and the National Oceanic and Atmosphere Administration Storm Data publication. ",Environment,2014-12-08T22:06:06.256161,"shp, HTML, XML","http://www.pasda.psu.edu/data/noaa/Tornados_PA.zip, http://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Tornados_Pennsylvania.xml, http://www.pasda.psu.edu/pasda/UCI_Metadata/Tornados_Pennsylvania.xml"
7f49bf25-3455-4b27-9ff6-a98e2ba2a35b,2015-01-05T18:45:10.720551,,Skookul.com,Now & Then: Modern and Historical Images of Philadelphia,now-then-modern-and-historical-images-of-philadelphia,"Now & Then provides access to historic and contemporary photographs of Philadelphia. When accessed via a location-aware web browser, the app loads photographs taken near the user's location. Historic photographs are from the PhillyHistory.org database. Contemporary photographs are from Panaramio.com. ",Arts / Culture / History,2014-12-08T21:54:37.143610,HTML,http://skookul.com/now-and-then/
3e0a3dbb-df2a-407c-977d-fadc02e7cd57,2015-01-05T18:45:10.505793,,Skookul.com,SEPTA Real Time Locator,septa-real-time-locator,"The SEPTA Real Time Locator on Skookul Philadelphia provides real time access to data on the current location of SEPTA buses, trains, and trolleys. Data can be accessed via mobile, desktop, and laptop devices. Users can bookmark specific data requests such as a bus route (http://skookul.com/transportation/#bus-9) or train route (http://skookul.com/transportation/#train-airport).   ",Transportation,2014-12-08T21:52:31.831218,HTML,http://skookul.com/transportation/
